Timestamp,What is your current designation?,Total years of experience in Façade Engineering?,Total years of experience in UAE based Façade Industry?,Area of specialization,Design and Analysis - Overall Ranking,Design and Analysis [Ability to create detailed drawing and specifications],Design and Analysis [Understanding the aesthetics and functional aspects of Façade design],Design and Analysis [Creating Design Concept: Develop initial façade design concept in alignment with architectural vision],Design and Analysis [Fusion architecture that has a mix of both western and middle-eastern cultures],Design and Analysis [Selection/identification with available sources of façade materials],Design and Analysis [Typical installation detailing],Design and Analysis [MTO for scope],Design and Analysis [Preliminary Budgeting],Relevance Codes - Design and Analysis [Ability to create detailed drawing and specifications],Relevance Codes  - Design and Analysis [Understanding the aesthetics and functional aspects of Façade design],Relevance Codes  - Design and Analysis [Creating Design Concept: Develop initial façade design concept in alignment with architectural vision],Relevance Codes  - Design and Analysis [Fusion architecture that has a mix of both western and middle-eastern cultures],Relevance Codes  - Design and Analysis [Selection/identification with available sources of façade materials],Relevance Codes  - Design and Analysis [Typical installation detailing],Relevance Codes  - Design and Analysis [MTO for scope],Relevance Codes  - Design and Analysis [Preliminary Budgeting],Additional Comments for Design and Analysis,Performance Analysis - Overall Ranking,Performance Analysis  [Knowledge of energy within a design context and engineering sciences],Performance Analysis  [Ensuring facades meet performance criteria for energy efficiency],Performance Analysis  [Classify different façade technologies and materials],Performance Analysis  [Compliance with local codes],Performance Analysis  [Green building compliance / UAE building code compliance],Relevance Codes -  [Knowledge of energy within a design context and engineering sciences],Relevance Codes - Performance Analysis [Ensuring facades meet performance criteria for energy efficiency],Relevance Codes - Performance Analysis [Classify different façade technologies and materials],Relevance Codes - Performance Analysis [Compliance with local codes],Relevance Codes - Performance Analysis [Green building compliance / UAE building code compliance],Additional Comments for Performance Analysis,Technical Expertise - Overall Ranking,Technical Expertise [Structural Analysis and integrity assessment],Technical Expertise [Building Systems Engineering knowledge],Technical Expertise [Construction Technology understanding],Technical Expertise[Ability to test structural engineering and building physics],Technical Expertise [Understanding of structural engineering principles],Technical Expertise [Knowledge of facade materials],Technical Expertise [Knowledge of installation and maintenance],Technical Expertise [Facade maintenance systems],Technical Expertise [Seismic requirements],Relevance Codes - Technical Expertise [Structural Analysis and integrity assessment],Relevance Codes - Technical Expertise [Building Systems Engineering knowledge],Relevance Codes - Technical Expertise [Construction Technology understanding],Relevance Codes - Technical Expertise [Ability to test structural engineering and building physics],Relevance Codes - Technical Expertise [Understanding of structural engineering principles],Relevance Codes - Technical Expertise [Knowledge of facade materials],Relevance Codes - Technical Expertise [Knowledge of installation and maintenance],Relevance Codes - Technical Expertise [Facade maintenance systems],Relevance Codes - Technical Expertise [Seismic requirements],Additional Comments for Technical Expertise,Regulatory Compliance - Overall Ranking,Regulatory Compliance[Familiarity with local and international building codes],Regulatory Compliance [Knowledge of national and international regulations],Regulatory Compliance [Compliance to local codes],Regulatory Compliance [Green building compliance],Regulatory Compliance [Knowledge of health and safety standards],Relevance Codes - Regulatory Compliance [Familiarity with local and international building codes],Relevance Codes - Regulatory Compliance [Knowledge of national and international regulations],Relevance Codes - Regulatory Compliance [Compliance to local codes],Relevance Codes - Regulatory Compliance [Green building compliance],Relevance Codes - Regulatory Compliance [Knowledge of health and safety standards],Additional Comments for Regulatory Compliance,Collaborate and Communication - Overall Ranking,Collaborate and Communication [Communicate effectively across disciplines],Collaborate and Communication [Ability to collaborate and build consensus],Collaborate and Communication [Ability to lead meetings and negotiate],Collaborate and Communication [Participate in design review meetings],Collaborate and Communication [Collaborate with design team for visual presentations],Relevance Codes - Collaborate and Communication[Communicate effectively across disciplines],Relevance Codes - Collaborate and Communication [Ability to collaborate and build consensus],Relevance Codes - Collaborate and Communication [Ability to lead meetings and negotiate],Relevance Codes - Collaborate and Communication [Participate in design review meetings],Relevance Codes - Collaborate and Communication [Collaborate with design team for visual presentations],Additional Comments for Collaborate and Communication,Self-efficacy - Overall Ranking,Self-efficacy [Ability to self-evaluate and hold self-awareness],Self-efficacy [Goal setting and self-motivation],Self-efficacy [Resilient; able to recover from setbacks],Relevance Codes - Self-efficacy [Ability to self-evaluate and hold self-awareness],Relevance Codes - Self-efficacy [Goal setting and self-motivation],Relevance Codes - Self-efficacy [Resilient; able to recover from setbacks],Additional Comments for Self-efficacy,Adaptability - Overall Ranking,Adaptability [Flexibility to respond to changing project requirements],Adaptability [Adapt and improve project designs based on feedback],Relevance Codes - Adaptability [Flexibility to respond to changing project requirements],Relevance Codes - Adaptability [Adapt and improve project designs based on feedback],Additional Comments for Adaptability,Sustainability Awareness - Overall Ranking,Sustainability Awareness [Understanding of sustainable design practices],Sustainability Awareness [Knowledge of energy efficiency considerations],Sustainability Awareness [Knowledge of sustainability implementation challenges],Relevance Codes - Sustainability Awareness [Understanding of sustainable design practices],Relevance Codes - Sustainability Awareness [Knowledge of energy efficiency considerations],Relevance Codes - Sustainability Awareness [Knowledge of sustainability implementation challenges],Additional Comments for Sustainability Awareness,Ethics and Integrity - Overall Ranking,Ethics and Integrity [Ability to recognize ethical issues],Ethics and Integrity  [Evaluate different ethical perspectives],Ethics and Integrity  [Application of ethical perspectives],Relevance Codes - Ethics and Integrity  [Ability to recognize ethical issues],Relevance Codes - Ethics and Integrity  [Evaluate different ethical perspectives],Relevance Codes - Ethics and Integrity  [Application of ethical perspectives],Additional Comments for Ethics and Integrity,Project Management - Overall Ranking,Project Management [Prepare project schedules and budgets],Project Management [Ability to coordinate tasks and meet deadlines],Project Management [Estimate costs and manage budgets],Project Management [Ability to assess Project Risk management],Relevance Codes - Project Management [Prepare project schedules and budgets],Relevance Codes - Project Management [Ability to coordinate tasks and meet deadlines],Relevance Codes - Project Management [Estimate costs and manage budgets],Relevance Codes - Project Management [Ability to assess Project Risk management],Additional Comments for Project Management,Transformational Leadership - Overall Ranking,Transformational Leadership[Ability to foster actions towards achievement],Transformational Leadership [Ability to facilitate group process],Transformational Leadership [Utilize organizational aspects effectively],Relevance Codes - Transformational Leadership [Ability to foster actions towards achievement],Relevance Codes - Transformational Leadership [Ability to facilitate group process],Relevance Codes - Transformational Leadership [Utilize organizational aspects effectively],Additional Comments for Transformational Leadership,Teamwork - Overall Ranking,Teamwork [Ability to facilitate team contributions],Teamwork [Individual contributions to team efforts],Teamwork [Develop cross-cultural interaction skills],Relevance Codes - Teamwork [Ability to facilitate team contributions],Relevance Codes - Teamwork [Individual contributions to team efforts],Relevance Codes - Teamwork [Develop cross-cultural interaction skills],Additional Comments for Teamwork,Intercultural Knowledge - Overall Ranking,Intercultural Knowledge [Self-awareness of cultural perspectives],Intercultural Knowledge [Openness to interact with cultural differences],Relevance Codes - Intercultural Knowledge [Self-awareness of cultural perspectives],Relevance Codes - Intercultural Knowledge [Openness to interact with cultural differences],Additional Comments for Intercultural Knowledge,Additional Competencies,Additional Comments and Suggestions
12/7/2024 18:04:36,Facade Engineer ,1,1,"Curtain walls, Glass façade",1,3,2,2,2,2,3,3,3,0,1,1,1,0,0,0,0,,1,3,2,1,1,2,0,0,1,1,0,,1,1,1,2,2,1,1,2,2,1,1,1,0,0,1,1,0,0,1,,1,1,2,2,2,2,1,0,0,0,,,1,1,2,2,1,1,1,0,0,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,2,2,2,2,0,0,0,,2,2,2,2,0,0,0,,2,2,1,2,2,0,1,0,0,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,3,3,2,0,0,,,
12/9/2024 11:18:35,Project Engineer ,6,6,"Curtain walls, Glass façade, Metal panel system, Stone cladding, Structure ",2,3,2,2,2,2,1,2,2,1,1,1,1,1,0,1,1,,3,3,2,2,2,2,1,1,1,1,1,,2,3,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,,3,3,3,3,3,3,1,1,1,1,1,,3,3,3,3,3,3,1,1,1,1,1,,3,2,2,2,1,1,1,,3,3,3,1,1,,3,3,3,3,1,1,1,,2,2,2,2,1,1,1,,2,2,2,2,2,0,1,0,1,,2,3,2,2,1,1,1,,2,3,3,3,1,1,1,,2,2,2,1,1,,,
12/9/2024 16:47:42,General Manager ,20,20,"Curtain walls, Ventilated facade, Glass façade, Metal panel system",1,1,1,2,2,2,1,2,2,1,1,0,0,1,1,0,0,,2,2,2,1,1,1,0,0,1,0,0,,1,2,2,1,2,1,1,1,2,2,0,0,1,0,1,1,0,0,0,,1,1,1,1,1,2,1,1,1,1,0,,2,2,2,2,1,2,0,0,0,1,0,,3,2,2,3,0,0,0,,2,2,2,0,0,,2,2,2,2,0,0,0,,2,1,1,1,1,1,1,,3,3,2,2,3,0,0,0,0,,3,2,2,2,0,0,0,,1,1,1,2,1,1,0,,3,3,3,0,0,,,
12/12/2024 14:24:41,Founder of a facade design firm,5,0,"Curtain walls, Ventilated facade, Glass façade, Metal panel system, Stone cladding",1,1,1,1,3,2,2,2,1,1,1,1,0,1,1,1,1,,1,1,1,2,1,2,0,1,1,0,0,,1,1,1,2,1,1,1,2,2,1,1,1,0,1,1,1,1,1,0,,2,2,2,2,2,2,0,0,0,0,0,,3,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,0,0,,2,2,2,0,0,,1,1,1,1,1,1,1,,2,1,2,1,1,1,1,,1,1,2,1,1,1,1,1,1,,2,1,1,1,1,0,0,,1,1,1,2,1,1,0,,3,2,2,0,0,,,
12/14/2024 10:49:52,PE,5,4,"Curtain walls, Glass façade, Metal panel system",2,2,2,2,3,1,1,2,2,1,1,1,0,1,1,1,0,,2,3,1,1,1,2,1,1,1,0,0,,2,2,1,1,2,2,1,1,2,2,1,0,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,0,1,0,1,,1,1,2,2,1,2,1,0,1,0,1,,1,1,2,2,1,1,0,,1,1,1,1,1,,2,2,3,3,1,0,0,,2,1,2,2,1,0,1,,1,1,1,2,2,1,1,0,1,,2,2,1,1,0,1,1,,1,1,1,1,0,1,1,,2,2,2,1,0,,,Please add material management & submition 
12/14/2024 11:09:21,Senior Project Manager ,12,12,"Curtain walls, Glass façade, Stone cladding",3,3,2,2,2,2,2,2,3,0,0,0,0,1,1,0,0,,2,2,2,2,3,3,0,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,0,0,0,0,0,,2,2,2,2,2,2,0,0,0,0,0,,2,2,1,1,0,0,0,,2,1,1,0,0,,2,2,1,2,0,0,0,,1,1,1,1,0,0,0,,1,2,1,2,2,0,1,0,1,,2,2,2,2,0,0,0,,1,1,1,1,1,1,1,,2,2,2,0,0,,,
12/15/2024 20:27:58,Facade Lead ,15,18,"Curtain walls, Ventilated facade, Glass façade, Metal panel system, Stone cladding",1,1,1,1,3,1,1,2,2,1,1,1,0,1,1,1,0,"Facade engineering is more about structural, thermal and acoustic aspects of the same. Architectural impact should be defined as a small scope for facade engineering. ",1,1,1,1,1,1,1,1,1,1,1,Understanding the envelope performance is core to facade engineering,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,nil,1,1,1,1,1,1,1,1,1,1,,nil,2,1,1,2,2,2,1,1,0,0,0,nil,2,2,3,1,0,0,1,nil,2,1,1,1,1,nil,2,2,2,2,0,0,0,nil,2,2,2,2,0,0,0,nil,2,2,2,2,3,0,0,0,0,nil,3,2,2,2,0,0,0,nil,1,1,1,1,1,1,1,nil,2,3,2,0,0,nil,"Facade engineering should be part of civil engineering as much as and more than it is necessary for civil engineering. It is not enough to know basics of structural engineering, to be a good facade engineer. An architect can be a good facade architect, who understands correlation of engineering principles. To be a good facade engineer, it is important to be a strong structural engineer before anything else. Facades today are not simple systems. They require complex structural and movement analysis.",nil
12/16/2024 10:36:23,Project Engineer,5,5,"Curtain walls, Ventilated facade, Glass façade, Metal panel system",3,2,1,3,2,1,2,3,3,0,1,0,0,1,1,1,1,,3,1,1,1,1,1,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,3,2,3,1,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,0,0,,1,1,1,1,1,,2,2,2,2,0,0,0,,2,2,2,2,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,No thanks,No thanks
12/18/2024 6:52:55,Facade Manager,20,18,"Curtain walls, Ventilated facade, Glass façade, Metal panel system, Stone cladding, ",1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Design aspects of facade and interfaces with other trades also need consideration.,1,2,1,1,1,1,,1,1,1,1,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,1,1,0,1,1,1,,1,1,2,1,1,2,1,0,1,1,1,,1,1,1,1,1,1,1,,2,1,2,1,0,,2,2,1,2,1,0,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,2,2,2,2,0,0,0,,1,1,1,1,1,1,1,,2,2,2,0,0,,"Knowledge of various programs in planning, design such as primavera, Ms office, BIM , cad etc will be an additional advantage. ",All the very best.
12/19/2024 16:00:20,Projects Engineer - Facade ,9,9,"Curtain walls, Glass façade, Metal panel system, Free form structure, skylights , canopies & space frames ",1,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,,1,2,1,1,1,1,0,1,1,1,1,,1,1,2,2,2,2,1,1,1,2,1,0,0,0,0,1,1,1,1,,2,2,2,1,1,2,0,0,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,2,2,2,0,0,,2,2,2,2,0,0,0,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,2,2,2,2,1,0,0,,1,1,1,1,1,1,1,,2,2,2,0,0,,"Estimation & cost control, Project planning, Engineering( material approval), site execution ",
12/19/2024 17:28:43,Facade Consultant,7,3,"Curtain walls, Ventilated facade, Glass façade, Metal panel system, Stone cladding",1,1,1,1,1,1,1,2,3,1,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,1,1,1,1,,1,3,2,1,2,1,1,1,1,2,0,1,1,0,1,1,1,1,0,,1,1,1,1,1,2,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,3,1,3,3,0,1,0,0,,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,,
12/19/2024 23:35:56,Facade 3d Designer,8,2,"Curtain walls, Ventilated facade, Glass façade, Metal panel system",1,1,1,2,3,1,1,1,2,1,0,0,0,1,1,1,1,,1,2,2,1,1,1,0,0,1,1,1,,1,1,1,2,1,1,1,1,1,2,0,1,0,1,1,1,1,1,0,,2,1,1,1,2,2,0,1,1,0,0,,1,1,2,1,1,1,1,1,1,1,1,,1,1,1,1,0,1,1,,1,1,1,1,1,,2,1,2,1,1,0,1,,2,2,2,2,0,0,0,,1,1,1,1,2,,1,1,0,,2,2,2,2,0,1,0,,1,1,1,1,1,1,1,,3,3,3,0,0,,,Please include the 3D prototype making.Because now the days it plays an important role.
12/20/2024 10:23:11,Structural Team leader ( Facade & Bespoke ) ,9,5,"Curtain walls, Ventilated facade, Glass façade, Metal panel system, Stone cladding",1,2,1,1,1,1,1,2,2,0,1,1,1,1,1,0,0,,1,1,2,1,1,1,1,1,1,1,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,2,1,0,1,,1,1,1,1,1,1,1,,2,2,2,2,0,0,0,,1,1,1,1,1,1,0,,0,,1,1,1,1,1,1,1,,1,1,2,2,1,1,1,,2,2,2,0,0,,,
12/21/2024 7:57:11,Facade Systems Designer,12,10,"Curtain walls, Ventilated facade, Glass façade",1,1,1,1,2,1,2,2,2,1,1,1,0,1,0,0,1,,1,3,1,2,1,2,0,1,0,1,1,,1,2,1,2,1,1,1,2,2,1,0,1,0,0,1,1,0,0,1,,2,2,2,1,3,3,0,0,1,0,0,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,0,0,,2,2,1,1,1,,2,1,2,2,0,0,0,,3,3,3,3,0,0,0,,2,2,1,2,3,0,1,0,0,,1,1,1,1,0,0,0,,1,1,1,1,1,1,1,,2,2,2,0,0,,,
12/21/2024 12:39:25,FACADE STRUCTURAL ENGINEER,9,9,"Curtain walls, Ventilated facade, Glass façade, Metal panel system, Stone cladding, SKYLIGHT, THERMAL ANALYSIS",1,1,1,1,3,1,1,2,2,1,1,1,0,1,1,0,0,STRONG KNOWLEDGE IN STRUCTURAL ANALYSIS AND SOFTWARE ANALYSIS,1,1,2,1,1,1,0,0,1,1,1,KNOWLEDGE ABOUT INTERNATIONAL STANDARD AS WELL APART FROM UAE CODES,1,1,1,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,1,0,0,0,0,,1,1,1,1,0,0,0,,1,1,1,1,1,,1,2,1,1,0,0,0,,2,2,2,2,0,0,0,,2,2,2,2,2,0,0,0,0,,1,1,1,1,0,0,0,,1,1,1,1,1,1,1,,2,1,1,1,1,,,
12/22/2024 1:43:55,17+,13,14,"Curtain walls, Ventilated facade, Glass façade, Metal panel system, Stone cladding",1,1,1,1,2,1,1,3,3,1,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,1,1,1,1,,1,3,2,1,3,1,1,1,1,2,0,0,1,0,0,1,1,1,1,,1,2,2,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,2,1,1,1,,1,1,1,1,1,,1,1,2,2,1,0,0,,1,3,3,3,0,0,0,,1,1,1,1,1,1,1,1,1,,3,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,,
12/22/2024 22:44:36,Facade structural Engineer,3,1.5,"Curtain walls, Glass façade, GRC etc",1,2,1,2,2,3,3,3,3,,,,,,,,,,1,2,2,1,2,3,0,0,0,0,0,,2,2,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,,1,1,1,1,0,0,0,,1,1,1,0,0,,1,1,1,1,0,0,0,,1,1,1,1,0,0,0,,1,1,1,1,1,0,0,0,0,,1,1,1,1,0,0,0,,1,1,1,1,0,0,0,,1,1,1,0,0,,,
12/23/2024 12:13:25,Operation Manager,7,7,"Curtain walls, Ventilated facade, Glass façade, Metal panel system, Stone cladding",2,2,2,2,1,3,3,2,2,1,0,1,0,1,1,0,1,,2,3,2,2,1,1,0,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,2,1,1,3,1,1,1,1,0,,2,2,2,2,1,2,0,0,0,1,0,,3,2,2,2,0,0,0,,3,2,2,0,0,,3,3,3,3,0,0,0,,2,2,2,2,0,0,0,,1,1,1,1,1,1,1,1,1,,2,2,2,2,0,0,0,,2,2,2,2,0,0,0,,3,3,3,0,0,,,